856,Quentin Tarantino,Action,Kill Bill: Vol. 1 ,8.1
857,Frank Oz,Comedy,Bowfinger ,6.4
858,,Action|Adventure|Drama|Sci-Fi,Stargate SG-1             ,8.4
859,Quentin Tarantino,Action|Crime|Drama|Thriller,Kill Bill: Vol. 2 ,8
860,Andrey Konchalovskiy,Action|Comedy|Crime|Thriller,Tango & Cash ,6.3
861,Robert Zemeckis,Comedy|Fantasy|Horror,Death Becomes Her ,6.4
862,Tom Dey,Action|Adventure|Comedy|Western,Shanghai Noon ,6.6
863,Stuart Baird,Action|Adventure|Thriller,Executive Decision ,6.4
864,Mark Waters,Comedy|Family|Fantasy,Mr. Popper's Penguins ,6
865,Rob Minkoff,Action|Adventure|Fantasy,The Forbidden Kingdom ,6.6
866,Jimmy Hayward,Adventure|Animation|Comedy|Family,Free Birds ,5.9
867,David Fincher,Action|Horror|Sci-Fi,Alien 3 ,6.4
868,Alan Parker,Biography|Drama|History|Musical,Evita ,6.3
869,John Frankenheimer,Action|Adventure|Crime|Thriller,Ronin ,7.3
870,Stephen Hopkins,Adventure|Drama|Horror|Thriller,The Ghost and the Darkness ,6.8
871,Paul King,Animation|Comedy|Family|Fantasy,Paddington ,7.2
872,Akiva Schaffer,Action|Comedy|Sci-Fi,The Watch ,5.7
873,William Friedkin,Action|Crime|Drama|Thriller,The Hunted ,6
874,Jon Turteltaub,Drama|Thriller,Instinct ,6.5
875,Bobby Farrelly,Comedy,Stuck on You ,5.8
876,Kent Alterman,Comedy|Sport,Semi-Pro ,5.8
877,Peter Lord,Adventure|Animation|Comedy|Family,The Pirates! Band of Misfits ,6.7
878,Clint Eastwood,Crime|Drama|Mystery|Thriller,Changeling ,7.8
879,Andrew Davis,Action|Drama|Sci-Fi|Thriller,Chain Reaction ,5.6
880,Tony Scott,Action|Drama|Sport|Thriller,The Fan ,5.8
881,Joel Schumacher,Drama|Musical|Romance|Thriller,The Phantom of the Opera ,7.4
882,Shekhar Kapur,Biography|Drama|History|War,Elizabeth: The Golden Age ,6.9
883,Karyn Kusama,Action|Sci-Fi,Æon Flux ,5.5
884,Ron Maxwell,Drama|History|War,Gods and Generals ,6.3
885,Robert Butler,Action|Thriller,Turbulence ,4.7
886,Karey Kirkpatrick,Comedy|Drama|Family|Fantasy,Imagine That ,5.6
887,James Bobin,Adventure|Comedy|Crime|Family|Musical,Muppets Most Wanted ,6.4
888,Jonathan Frakes,Action|Adventure|Comedy|Family|Sci-Fi,Thunderbirds ,4.2
889,Steve Antin,Drama|Music|Musical|Romance,Burlesque ,6.4
890,Jean-Pierre Jeunet,Drama|Mystery|Romance|War,A Very Long Engagement ,7.7
891,Stanley Kubrick,Crime|Drama|Romance,Lolita ,7.7
892,Jim Gillespie,Crime|Horror|Mystery|Thriller,Eye See You ,5.3
893,Guillermo del Toro,Action|Horror|Sci-Fi|Thriller,Blade II ,6.7
894,Gabriele Muccino,Drama|Romance,Seven Pounds ,7.7
895,Walter Hill,Action|Thriller,Bullet to the Head ,5.7
896,Francis Ford Coppola,Crime|Drama,The Godfather: Part III ,7.6
897,Cameron Crowe,Comedy|Drama|Romance,Elizabethtown ,6.4
898,Anthony Russo,Comedy|Romance,"You, Me and Dupree ",5.6
899,Richard Lester,Action|Adventure|Romance|Sci-Fi,Superman II ,6.8
900,Martin Brest,Comedy|Crime|Romance,Gigli ,2.4
901,Steven Zaillian,Drama|Thriller,All the King's Men ,6.2
902,John Singleton,Action|Crime|Thriller,Shaft ,5.9
903,Don Bluth,Adventure|Animation|Drama|Family|Fantasy|Musical|Mystery|Romance,Anastasia ,7.1
904,Baz Luhrmann,Drama|Musical|Romance,Moulin Rouge! ,7.6
905,Harold Becker,Crime|Mystery|Thriller,Domestic Disturbance ,5.5
906,Scott Cooper,Biography|Crime|Drama,Black Mass ,7
907,Clint Eastwood,Drama|History|War,Flags of Our Fathers ,7.1
908,F. Gary Gray,Crime|Drama|Thriller,Law Abiding Citizen ,7.4
909,Robert Rodriguez,Action|Horror|Thriller,Grindhouse ,7.6
910,Jonathan Demme,Drama|History|Horror,Beloved ,5.9
911,Curtis Hanson,Drama|Romance|Sport,Lucky You ,5.9
912,Steven Spielberg,Biography|Crime|Drama,Catch Me If You Can ,8
913,Kathryn Bigelow,Drama|History|Thriller,Zero Dark Thirty ,7.4
914,Peyton Reed,Comedy|Drama|Romance,The Break-Up ,5.8
915,Phyllida Lloyd,Comedy|Family|Musical|Romance,Mamma Mia! ,6.3
916,Garry Marshall,Comedy|Romance,Valentine's Day ,5.7
917,Jay Chandrasekhar,Action|Adventure|Comedy,The Dukes of Hazzard ,5.1
918,Terrence Malick,Drama|War,The Thin Red Line ,7.6
919,David Dobkin,Comedy|Fantasy,The Change-Up ,6.4
920,Milos Forman,Biography|Comedy|Drama,Man on the Moon ,7.4
921,Martin Scorsese,Biography|Crime|Drama,Casino ,8.2
922,Pierre Morel,Action|Thriller,From Paris with Love ,6.5
923,Paul Hunter,Action|Comedy|Fantasy,Bulletproof Monk ,5.5
924,Bobby Farrelly,Comedy,"Me, Myself & Irene ",6.5
925,Steve Oedekerk,Animation|Comedy|Family,Barnyard ,5.6
926,John Whitesell,Comedy|Family,Deck the Halls ,4.9
927,Chris Weitz,Adventure|Drama|Fantasy|Romance,The Twilight Saga: New Moon ,4.6
928,Andrew Adamson,Adventure|Animation|Comedy|Family|Fantasy,Shrek ,7.9
929,George Nolfi,Romance|Sci-Fi|Thriller,The Adjustment Bureau ,7.1
930,Kevin Reynolds,Action|Adventure|Drama|Romance,Robin Hood: Prince of Thieves ,6.9
931,Cameron Crowe,Comedy|Drama|Romance|Sport,Jerry Maguire ,7.3
932,Seth MacFarlane,Comedy|Fantasy,Ted ,7
933,James L. Brooks,Comedy|Drama|Romance,As Good as It Gets ,7.7
934,Tom Shadyac,Biography|Comedy|Drama|Romance,Patch Adams ,6.7
935,Adam McKay,Comedy,Anchorman 2: The Legend Continues ,6.3
936,Steven Brill,Comedy|Romance,Mr. Deeds ,5.8
937,J.J. Abrams,Mystery|Sci-Fi|Thriller,Super 8 ,7.1
938,Steven Soderbergh,Biography|Drama,Erin Brockovich ,7.3
939,Donald Petrie,Comedy|Romance,How to Lose a Guy in 10 Days ,6.4
940,Phil Lord,Action|Comedy|Crime,22 Jump Street ,7.1
941,Neil Jordan,Drama|Fantasy|Horror,Interview with the Vampire: The Vampire Chronicles ,7.6
942,Peyton Reed,Comedy|Romance,Yes Man ,6.8
943,Rawson Marshall Thurber,Action|Comedy|Crime,Central Intelligence ,6.6
944,Chris Columbus,Comedy|Drama,Stepmom ,6.7
945,Sean Anders,Comedy|Family,Daddy's Home ,6.1
946,Rob Marshall,Adventure|Comedy|Drama|Fantasy|Musical,Into the Woods ,6
947,Spike Lee,Crime|Drama|Mystery|Thriller,Inside Man ,7.6
948,Brian Helgeland,Action|Crime|Drama|Thriller,Payback ,7.1
949,Frank Marshall,Action|Adventure|Mystery|Sci-Fi,Congo ,5
950,Cameron Crowe,Comedy|Drama|Family,We Bought a Zoo ,7.1
951,Alex Proyas,Drama|Mystery|Sci-Fi|Thriller,Knowing ,6.2
952,Tom Dey,Comedy|Romance,Failure to Launch ,5.6
953,Hideo Nakata,Horror|Mystery,The Ring Two ,5.4
954,Glenn Ficarra,Comedy|Drama|Romance,"Crazy, Stupid, Love. ",7.4
955,Peter Hewitt,Animation|Comedy|Family|Fantasy,Garfield ,5
956,Joe Roth,Comedy|Family,Christmas with the Kranks ,5.2
957,Bennett Miller,Biography|Drama|Sport,Moneyball ,7.6
958,Wolfgang Petersen,Action|Drama|Thriller,Outbreak ,6.6
959,Jaume Collet-Serra,Action|Mystery|Thriller,Non-Stop ,7
960,Andy Fickman,Action|Adventure|Family|Fantasy|Sci-Fi|Thriller,Race to Witch Mountain ,5.7
961,James McTeigue,Action|Drama|Thriller,V for Vendetta ,8.2
962,David Dobkin,Action|Adventure|Comedy,Shanghai Knights ,6.2
963,,Crime|Drama,Unforgotten             ,7.9
964,Matthew O'Callaghan,Adventure|Animation|Comedy|Family,Curious George ,6.6
965,Angela Robinson,Adventure|Comedy|Family|Fantasy|Romance|Sport,Herbie Fully Loaded ,4.7
966,Gary Fleder,Crime|Drama|Mystery|Thriller,Don't Say a Word ,6.3
967,Tommy Wirkola,Action|Fantasy|Horror,Hansel & Gretel: Witch Hunters ,6.1
968,Adrian Lyne,Drama|Thriller,Unfaithful ,6.7
969,D.J. Caruso,Action|Adventure|Sci-Fi|Thriller,I Am Number Four ,6.1
970,Stephen Gaghan,Drama|Thriller,Syriana ,7
971,Michael Bay,Action|Drama|Thriller|War,13 Hours ,7.4
972,Jorge R. Gutiérrez,Adventure|Animation|Comedy|Family|Fantasy|Romance,The Book of Life ,7.3
973,Richard Loncraine,Crime|Thriller,Firewall ,5.8
974,Clint Eastwood,Action|Crime|Drama|Thriller,Absolute Power ,6.7
975,Ridley Scott,Action|Drama|War,G.I. Jane ,5.8
976,David Fincher,Drama|Mystery|Thriller,The Game ,7.8
977,Christophe Gans,Adventure|Horror|Mystery,Silent Hill ,6.6
978,Howard Deutch,Comedy|Sport,The Replacements ,6.5
979,Jon Hurwitz,Comedy,American Reunion ,6.7
980,F. Gary Gray,Action|Crime|Drama|Mystery|Thriller,The Negotiator ,7.3
981,Steven Quale,Action|Thriller,Into the Storm ,5.8
982,John Landis,Action|Comedy|Crime|Thriller,Beverly Hills Cop III ,5.5
983,Joe Dante,Comedy|Fantasy|Horror,Gremlins 2: The New Batch ,6.3
984,David Dobkin,Crime|Drama,The Judge ,7.4
985,Mimi Leder,Action|Thriller,The Peacemaker ,5.9
986,Alexander Witt,Action|Horror|Sci-Fi|Thriller,Resident Evil: Apocalypse ,6.2
987,Beeban Kidron,Comedy|Drama|Romance,Bridget Jones: The Edge of Reason ,5.9
988,Carl Franklin,Crime|Drama|Romance|Thriller,Out of Time ,6.5
989,Steven Seagal,Action|Adventure|Thriller,On Deadly Ground ,4.4
990,Robert Rodriguez,Action|Adventure|Family|Fantasy,The Adventures of Sharkboy and Lavagirl 3-D ,3.5
991,Danny Boyle,Adventure|Drama|Thriller,The Beach ,6.6
992,Garry Marshall,Comedy|Drama|Romance,Raising Helen ,6
993,James McTeigue,Action|Crime|Thriller,Ninja Assassin ,6.4
994,Sam Raimi,Drama|Romance|Sport,For Love of the Game ,6.5
995,,Crime|Drama|Mystery,A Touch of Frost             ,7.8
996,Andrew Bergman,Comedy|Crime|Drama|Thriller,Striptease ,4.3
997,Tom Dey,Comedy|Family,Marmaduke ,4.2
998,Clint Eastwood,Drama|Fantasy,Hereafter ,6.5
999,Barbet Schroeder,Crime|Mystery|Thriller,Murder by Numbers ,6.1
1000,Richard Donner,Action|Crime|Thriller,Assassins ,6.3
1001,Peter Webber,Crime|Drama|Thriller,Hannibal Rising ,6.2
1002,Rob Reiner,Comedy|Drama|Romance,The Story of Us ,5.9
1003,Andrew Niccol,Action|Adventure|Romance|Sci-Fi|Thriller,The Host ,5.9
1004,John McTiernan,Action|Crime|Drama|Mystery|Thriller,Basic ,6.5
1005,Clint Eastwood,Action|Crime|Drama|Mystery|Thriller,Blood Work ,6.4
1006,Tom Tykwer,Action|Crime|Drama|Mystery|Thriller,The International ,6.5
1007,John Carpenter,Action|Adventure|Sci-Fi|Thriller,Escape from L.A. ,5.7
1008,,Drama|Mystery|Thriller,Twisted             ,7.5
1009,Brad Bird,Action|Adventure|Animation|Comedy|Drama|Family|Sci-Fi,The Iron Giant ,8
1010,Wes Anderson,Adventure|Comedy|Drama,The Life Aquatic with Steve Zissou ,7.3
1011,Gary Ross,Action|Biography|Drama|History|War,Free State of Jones ,6.7
1012,Alan Parker,Crime|Drama|Thriller,The Life of David Gale ,7.5
1013,Stephen Herek,Action|Comedy,Man of the House ,5.4
1014,Jaume Collet-Serra,Action|Crime|Drama|Thriller,Run All Night ,6.6
1015,David Cronenberg,Crime|Mystery|Thriller,Eastern Promises ,7.7
1016,John Stockwell,Action|Adventure|Crime|Thriller,Into the Blue ,5.8
1017,Luc Besson,Adventure|Biography|Drama|History|War,The Messenger: The Story of Joan of Arc ,6.4
1018,David Gordon Green,Adventure|Comedy|Fantasy,Your Highness ,5.6
1019,Jim Sheridan,Drama|Mystery|Thriller,Dream House ,6
1020,Costa-Gavras,Crime|Drama|Thriller,Mad City ,6.2
1021,Patrick Read Johnson,Adventure|Comedy|Crime|Drama|Family,Baby's Day Out ,5.9
1022,Roland Joffé,Drama|Romance,The Scarlet Letter ,5.1
1023,Doug Liman,Biography|Drama|Thriller,Fair Game ,6.8
1024,,Action|Drama|Sci-Fi,Defiance             ,7
1025,Tony Scott,Action|Biography|Crime|Drama|Thriller,Domino ,6
1026,William Friedkin,Crime|Drama|Thriller,Jade ,5.1
1027,Mark Neveldine,Action|Sci-Fi|Thriller,Gamer ,5.8
1028,Richard LaGravenese,Drama|Fantasy|Romance,Beautiful Creatures ,6.2
1029,Danny DeVito,Comedy|Crime|Drama|Thriller,Death to Smoochy ,6.4
1030,Ben Stiller,Comedy,Zoolander 2 ,4.8
1031,George Armitage,Comedy|Crime,The Big Bounce ,4.9
1032,Mike Nichols,Comedy|Sci-Fi,What Planet Are You From? ,5.6
1033,Patrick Lussier,Action|Fantasy|Thriller,Drive Angry ,5.5
1034,Andrzej Bartkowiak,Action|Crime|Drama|Mystery|Thriller,Street Fighter: The Legend of Chun-Li ,3.7
1035,James Wong,Action|Sci-Fi|Thriller,The One ,5.9
1036,,Drama|Romance|Sci-Fi,Outlander             ,8.5
1037,Renny Harlin,Action|Adventure|Comedy|Crime|Music|Mystery,The Adventures of Ford Fairlane ,6.3
1038,Richard Curtis,Comedy|Drama|Music,Pirate Radio ,7.4
1039,Steven Soderbergh,Crime|Drama|Thriller,Traffic ,7.6
1040,Steven Spielberg,Action|Adventure|Fantasy,Indiana Jones and the Last Crusade ,8.3
1041,Joe Wright,Drama|Romance,Anna Karenina ,6.6
1042,Neill Blomkamp,Action|Crime|Drama|Sci-Fi|Thriller,Chappie ,6.9
1043,Phillip Noyce,Crime|Drama|Mystery|Thriller,The Bone Collector ,6.7
1044,David Fincher,Crime|Drama|Thriller,Panic Room ,6.8
1045,Chuck Bowman,Horror|Thriller,The Tooth Fairy ,4.6
1046,David O. Russell,Action|Adventure|Comedy|Drama|War,Three Kings ,7.1
1047,Daniel Espinosa,Crime|Drama|Thriller,Child 44 ,6.4
1048,Jerry Zucker,Adventure|Comedy,Rat Race ,6.4
1049,Iain Softley,Drama|Mystery|Sci-Fi,K-PAX ,7.4
1050,James Mangold,Comedy|Fantasy|Romance,Kate & Leopold ,6.4
1051,Harold Ramis,Comedy|Fantasy|Romance,Bedazzled ,6
1052,Francis Ford Coppola,Crime|Drama|Music,The Cotton Club ,6.5
1053,James Mangold,Adventure|Crime|Drama|Western,3:10 to Yuma ,7.8
1054,Olivier Megaton,Action|Thriller,Taken 3 ,6
1055,Steven Soderbergh,Crime|Drama|Romance|Thriller,Out of Sight ,7
1056,Ben Stiller,Comedy|Drama|Thriller,The Cable Guy ,6
1057,Deepa Mehta,Drama|Romance|War,Earth ,7.8
1058,Warren Beatty,Action|Comedy|Crime|Music|Romance|Thriller,Dick Tracy ,6.1
1059,John McTiernan,Crime|Romance|Thriller,The Thomas Crown Affair ,6.8
1060,Penny Marshall,Biography|Comedy|Drama,Riding in Cars with Boys ,6.4
1061,Ted Kotcheff,Action|Adventure|Drama,First Blood ,7.7
1062,Andrei Tarkovsky,Drama|Mystery|Sci-Fi,Solaris ,8.1
1063,Paul Bolger,Adventure|Animation|Comedy|Family|Fantasy,Happily N'Ever After ,4.5
1064,Stephen Frears,Drama|Horror|Romance|Thriller,Mary Reilly ,5.8
1065,P.J. Hogan,Comedy|Romance,My Best Friend's Wedding ,6.3
1066,Joe Roth,Comedy|Romance,America's Sweethearts ,5.7
1067,Christopher Nolan,Drama|Mystery|Thriller,Insomnia ,7.2
1068,Jonathan Frakes,Action|Adventure|Drama|Sci-Fi|Thriller,Star Trek: First Contact ,7.6
1069,Jimmy Hayward,Action|Drama|Fantasy|Thriller|Western,Jonah Hex ,4.7
1070,Edward Zwick,Action|Drama|Mystery|Thriller|War,Courage Under Fire ,6.6
1071,Tom Shadyac,Comedy|Fantasy|Romance,Liar Liar ,6.8
1072,Brad Furman,Biography|Crime|Drama|Thriller,The Infiltrator ,7.3
1073,Terence Young,Drama|History|War,Inchon ,2.7
1074,Brian Levant,Comedy|Family|Fantasy,The Flintstones ,4.8
1075,Olivier Megaton,Action|Crime|Thriller,Taken 2 ,6.3
1076,David Zucker,Comedy,Scary Movie 3 ,5.5
1077,Donald Petrie,Action|Comedy|Crime|Romance,Miss Congeniality ,6.2
1078,Eric Brevig,Action|Adventure|Family|Fantasy|Sci-Fi,Journey to the Center of the Earth ,5.8
1079,Garry Marshall,Comedy|Family|Romance,The Princess Diaries 2: Royal Engagement ,5.7
1080,Alan J. Pakula,Crime|Drama|Mystery|Thriller,The Pelican Brief ,6.5
1081,Joel Schumacher,Crime|Drama|Mystery|Thriller,The Client ,6.7
1082,Rob Reiner,Adventure|Comedy|Drama,The Bucket List ,7.4
1083,Phillip Noyce,Action|Thriller,Patriot Games ,6.9
1084,Robert Luketic,Comedy|Romance,Monster-in-Law ,5.5
1085,Denis Villeneuve,Crime|Drama|Mystery|Thriller,Prisoners ,8.1
1086,Antoine Fuqua,Crime|Drama|Thriller,Training Day ,7.7
1087,Dean Parisot,Adventure|Comedy|Sci-Fi,Galaxy Quest ,7.3
1088,Keenen Ivory Wayans,Comedy,Scary Movie 2 ,5.2
1089,James Bobin,Adventure|Comedy|Family|Musical,The Muppets ,7.1
1090,Stephen Norrington,Action|Horror,Blade ,7.1
1091,Thomas Carter,Drama|Sport,Coach Carter ,7.2
1092,Roger Michell,Drama|Thriller,Changing Lanes ,6.5
1093,Luis Llosa,Action|Adventure|Horror|Thriller,Anaconda ,4.6
1094,David McNally,Comedy|Drama|Music|Romance,Coyote Ugly ,5.6
1095,Richard Curtis,Comedy|Drama|Romance,Love Actually ,7.7
1096,John Lasseter,Adventure|Animation|Comedy|Family|Fantasy,A Bug's Life ,7.2
1097,Albert Hughes,Horror|Mystery|Thriller,From Hell ,6.8
1098,Luis Llosa,Action|Crime|Drama|Romance|Thriller,The Specialist ,5.4
1099,Ron Shelton,Comedy|Drama|Romance|Sport,Tin Cup ,6.3
1100,Melville Shavelson,Comedy|Family,"Yours, Mine and Ours ",7.2
1101,Jesse Dylan,Comedy|Family|Romance|Sport,Kicking & Screaming ,5.6
1102,Garth Jennings,Adventure|Comedy|Sci-Fi,The Hitchhiker's Guide to the Galaxy ,6.8
1103,Joel Zwick,Comedy|Family|Fantasy|Romance,Fat Albert ,4.3
1104,Russell Mulcahy,Action|Horror|Sci-Fi|Thriller,Resident Evil: Extinction ,6.3
1105,Frank Coraci,Comedy|Romance,Blended ,6.5
1106,Wayne Wang,Adventure|Comedy|Drama,Last Holiday ,6.4
1107,Curtis Hanson,Action|Adventure|Crime|Thriller,The River Wild ,6.3
1108,Frank Oz,Drama|Family|Fantasy,The Indian in the Cupboard ,5.9
1109,Oliver Stone,Crime|Drama|Thriller,Savages ,6.5
1110,David R. Ellis,Action|Crime|Thriller,Cellular ,6.5
1111,Peter Howitt,Action|Adventure|Comedy,Johnny English ,6.1
1112,John A. Davis,Adventure|Animation|Comedy|Family|Fantasy,The Ant Bully ,5.9
1113,David Lynch,Action|Adventure|Sci-Fi,Dune ,6.6
1114,Julie Taymor,Drama|Fantasy|Musical|Romance,Across the Universe ,7.4
1115,Sam Mendes,Drama|Romance,Revolutionary Road ,7.3
1116,Richard Donner,Action|Crime|Drama|Thriller,16 Blocks ,6.6
1117,Mathieu Kassovitz,Action|Adventure|Sci-Fi|Thriller,Babylon A.D. ,5.6
1118,John Gray,Action|Comedy|Crime|Drama|Thriller,The Glimmer Man ,5.3
1119,Harold Ramis,Comedy|Romance|Sci-Fi,Multiplicity ,6
1120,John Schultz,Adventure|Comedy|Family|Fantasy|Sci-Fi,Aliens in the Attic ,5.4
1121,Sean Penn,Crime|Drama|Mystery|Thriller,The Pledge ,6.8
1122,Susan Stroman,Comedy|Musical,The Producers ,6.4
1123,Pete Travis,Action|Sci-Fi,Dredd ,7.1
1124,Simon Wincer,Action|Adventure|Comedy|Fantasy,The Phantom ,4.9
1125,Billy Bob Thornton,Drama|Romance|Western,All the Pretty Horses ,5.8
1126,Oliver Stone,Biography|Drama|History,Nixon ,7.1
1127,Roman Polanski,Mystery|Thriller,The Ghost Writer ,7.2
1128,Stephen Sommers,Action|Adventure|Horror|Sci-Fi,Deep Rising ,6
1129,Spike Lee,Action|Crime|Drama|Thriller|War,Miracle at St. Anna ,6
1130,Yimou Zhang,Drama|Romance,Curse of the Golden Flower ,7
1131,Danny Pang,Action|Crime|Thriller,Bangkok Dangerous ,5.4
1132,Barry Sonnenfeld,Comedy|Crime|Thriller,Big Trouble ,6.5
1133,Mike Newell,Drama|Romance,Love in the Time of Cholera ,6.4
1134,,Drama|Fantasy|Horror|Mystery,The Returned             ,8.3
1135,George P. Cosmatos,Action|Thriller,Shadow Conspiracy ,4.9
1136,Oliver Parker,Action|Adventure|Comedy|Crime,Johnny English Reborn ,6.3
1137,Lawrence Kasanoff,Action|Animation|Comedy|Family|Fantasy,Foodfight! ,1.7
1138,Ben Affleck,Biography|Drama|History|Thriller,Argo ,7.7
1139,Andrew Davis,Action|Adventure|Crime|Drama|Mystery|Thriller,The Fugitive ,7.8
1140,Andy Tennant,Action|Comedy|Romance,The Bounty Hunter ,5.5
1141,Barry Levinson,Crime|Drama|Thriller,Sleepers ,7.5
1142,George P. Cosmatos,Action|Adventure|Thriller|War,Rambo: First Blood Part II ,6.4
1143,Brian Gibson,Drama|Thriller,The Juror ,5.6
1144,Norman Ferguson,Animation|Family|Fantasy|Musical,Pinocchio ,7.5
1145,Michael Cimino,Adventure|Drama|Western,Heaven's Gate ,6.8
1146,Len Wiseman,Action|Adventure|Fantasy|Sci-Fi|Thriller,Underworld: Evolution ,6.8
1147,Paul McGuigan,Drama|Horror|Sci-Fi|Thriller,Victor Frankenstein ,6
1148,Gus Van Sant,Drama,Finding Forrester ,7.3
1149,Betty Thomas,Comedy|Drama,28 Days ,6
1150,Louis Leterrier,Action|Crime|Drama|Thriller,Unleashed ,7
1151,Roger Kumble,Comedy|Romance,The Sweetest Thing ,5.1
1152,Sydney Pollack,Drama|Mystery|Thriller,The Firm ,6.8
1153,Burr Steers,Drama|Fantasy|Romance,Charlie St. Cloud ,6.5
1154,Simon West,Action|Crime|Thriller,The Mechanic ,6.6
1155,Phil Lord,Action|Comedy|Crime,21 Jump Street ,7.2
1156,Roger Michell,Comedy|Drama|Romance,Notting Hill ,7
1157,Peter Lord,Adventure|Animation|Comedy|Drama|Family,Chicken Run ,7
1158,John Hamburg,Comedy|Romance,Along Came Polly ,5.9
1159,Reginald Hudlin,Comedy|Drama|Romance,Boomerang ,5.4
1160,Paul Feig,Action|Comedy|Crime,The Heat ,6.6
1161,Joseph L. Mankiewicz,Biography|Drama|History|Romance,Cleopatra ,7
1162,Frank Coraci,Action|Comedy|Sport,Here Comes the Boom ,6.5
1163,Carl Franklin,Crime|Drama|Mystery|Thriller,High Crimes ,6.3
1164,Barbra Streisand,Comedy|Drama|Romance,The Mirror Has Two Faces ,6.5
1165,Mark Pellington,Drama|Horror|Mystery|Thriller,The Mothman Prophecies ,6.5
1166,Larry Charles,Comedy,Brüno ,5.8
1167,John Glen,Action|Adventure|Thriller,Licence to Kill ,6.6
1168,Catherine Hardwicke,Fantasy|Horror|Mystery|Thriller,Red Riding Hood ,5.4
1169,John Herzfeld,Action|Crime|Drama|Thriller,15 Minutes ,6.1
1170,Annabel Jankel,Adventure|Comedy|Family|Fantasy|Sci-Fi,Super Mario Bros. ,4
1171,Andrew Niccol,Crime|Drama|Thriller,Lord of War ,7.6
1172,Yimou Zhang,Action|Adventure|History,Hero ,7.9
1173,Julie Anne Robinson,Action|Comedy|Crime|Romance|Thriller,One for the Money ,5.3
1174,Evan Goldberg,Comedy,The Interview ,6.6
1175,Sngmoo Lee,Action|Fantasy|Western,The Warrior's Way ,6.3
1176,,Comedy|War,McHale's Navy             ,7.5
1177,Jean-Pierre Jeunet,Action|Comedy|Crime,Micmacs ,7.2
1178,Curtis Hanson,Drama|Music,8 Mile ,7
1179,Jamel Debbouze,Adventure|Animation|Comedy|Family,Animal Kingdom: Let's go Ape ,4.9
1180,Brian Helgeland,Action|Adventure|Romance,A Knight's Tale ,6.9
1181,Gordon Chan,Action|Comedy|Fantasy,The Medallion ,5.2
1182,M. Night Shyamalan,Drama|Mystery|Thriller,The Sixth Sense ,8.1
1183,Asger Leth,Action|Crime|Thriller,Man on a Ledge ,6.6
1184,David Frankel,Comedy,The Big Year ,6.2
1185,John G. Avildsen,Action|Drama|Family|Sport,The Karate Kid ,7.2
1186,David O. Russell,Crime|Drama,American Hustle ,7.3
1187,Anne Fletcher,Comedy|Drama|Romance,The Proposal ,6.7
1188,Bruce Beresford,Crime|Mystery|Thriller,Double Jeopardy ,6.4
1189,Robert Zemeckis,Adventure|Comedy|Sci-Fi,Back to the Future Part II ,7.8
1190,Luc Besson,Action|Sci-Fi|Thriller,Lucy ,6.4
1191,Sam Taylor-Johnson,Drama|Romance,Fifty Shades of Grey ,4.1
1192,Robert Rodriguez,Action|Adventure|Comedy|Family|Sci-Fi,Spy Kids 3-D: Game Over ,4.1
1193,Joel Schumacher,Crime|Drama|Thriller,A Time to Kill ,7.4
1194,Shawn Levy,Comedy|Family,Cheaper by the Dozen ,5.8
1195,Peter Berg,Action|Biography|Drama|Thriller|War,Lone Survivor ,7.6
1196,Penny Marshall,Comedy|Drama|Sport,A League of Their Own ,7.2
1197,James Wan,Horror|Mystery|Thriller,The Conjuring 2 ,7.8
1198,David Fincher,Biography|Drama,The Social Network ,7.7
1199,Ken Kwapis,Comedy|Drama|Romance,He's Just Not That Into You ,6.4
1200,David Zucker,Comedy,Scary Movie 4 ,5.1
1201,Wes Craven,Horror|Mystery,Scream 3 ,5.5
1202,Robert Zemeckis,Adventure|Comedy|Sci-Fi|Western,Back to the Future Part III ,7.4
1203,Etan Cohen,Comedy|Crime,Get Hard ,6
1204,Francis Ford Coppola,Fantasy|Horror|Romance,Bram Stoker's Dracula ,7.5
1205,Nora Ephron,Biography|Drama|Romance,Julie & Julia ,7
1206,Brian Helgeland,Biography|Drama|Sport,42,7.5
1207,Anthony Minghella,Crime|Drama|Thriller,The Talented Mr. Ripley ,7.3
1208,Bobby Farrelly,Comedy,Dumb and Dumber To ,5.7
1209,Frank Marshall,Adventure|Drama|Family,Eight Below ,7.3
1210,Nancy Meyers,Comedy|Drama,The Intern ,7.2
1211,Tim Story,Action|Comedy,Ride Along 2 ,5.9
1212,Michael Mann,Action|Adventure|Drama|Romance|War,The Last of the Mohicans ,7.8
1213,Taylor Hackford,Biography|Drama|Music,Ray ,7.7
1214,Frank Miller,Crime|Thriller,Sin City ,8.1
1215,Pete Travis,Crime|Drama|Mystery|Thriller,Vantage Point ,6.6
1216,John Hamburg,Comedy|Romance,"I Love You, Man ",7.1
1217,Bobby Farrelly,Comedy|Drama|Fantasy|Romance,Shallow Hal ,5.9
1218,Oliver Stone,Drama|History|Thriller,JFK ,8
1219,John Whitesell,Comedy|Crime,Big Momma's House 2 ,4.6
1220,Gore Verbinski,Adventure|Comedy|Crime|Romance,The Mexican ,6.1
1221,Angelina Jolie Pitt,Biography|Drama|Sport|War,Unbroken ,7.2
1222,Burr Steers,Comedy|Drama|Family|Fantasy|Romance,17 Again ,6.4
1223,Nick Cassavetes,Comedy|Romance,The Other Woman ,6
1224,David R. Ellis,Horror,The Final Destination ,5.2
